x,y
4286.5,5140.7
4332.1,5141.6
4359.8,5141.2
4663.2,5141
4222.7,5145.2
4356.1,5148.1
4443.7,5144.5
4291,5146.2
4255.9,5155
4373.9,5154.9
4457,5154.5
4339.6,5160.1
4221.2,5160.8
4460.9,5163
4704.2,5164.6
4385.6,5175.5
4418.2,5178.5
4531.7,5176.8
4399.8,5180.2
4536.7,5181.3
4309.5,5188.7
4177.2,5191.9
4361.3,5192.9
4380.8,5195.2
4376.8,5198.7
4299.4,5201.5
4510.8,5206.9
4392.8,5212.3
4345.9,5212.1
4218.9,5213.1
4467.7,5213
4372,5220.9
4350.6,5220.7
4618.3,5235.1
4460,5238.9
4390.9,5241.5
4468.5,5240.3
4403.9,5242.1
4380,5242.6
4237.4,5243.2
4397.8,5245.9
4330.5,5248.4
4385.5,5249.8
4369.5,5249.8
4380,5252.4
4494.6,5254.7
4397.9,5256.5
4648.4,5265.4
4415,5266.9
4357.8,5264.9
4373.3,5267.5
4597,5265.3
4224.2,5270.4
4429.3,5270.5
4352.4,5272.7
4663.5,5275.4
4209.8,5282.6
4609.3,5287
4662.7,5295.3
4501.9,5304.5
4378.6,5307.2
3834.4,5294.6
3716.7,5349.7
3239.1,5366
3954.9,5383.1
3200.7,5517.7
3278.9,5531.3
3192.9,5628.3
3619.7,5694
3553.6,5857.6
3950.5,6011.9
3993.7,6098.2
4373.3,5278.5
4524.8,5281.4
4203.7,5287.3
4406.2,5293.3
4408.7,5306.4
4482.5,5315.8
4357.8,5316.1
4718.6,5319.8
4209.8,5329.3
4407.6,5330.8
4427.1,5333.5
4358.9,5331.1
4389,5333.7
4510.3,5341.4
4528.7,5356.3
4271.4,5369.5
4178.5,5377.4
4522.5,5376
4420.5,5375.9
4182.4,5385.4
4520.2,5392.6
4179.3,5394.1
4727.9,5399.3
4634.1,5402
4571.4,5404
4585.3,5409.2
4346.5,5411.9
4299.9,5411.6
4474.7,5417.2
4417.2,5423.1
4586.3,5438.4
4596.3,5448.5
4629.3,5443.8
4569.1,5472.1
4479.3,5473.4
4669.4,5477.3
4578,5479.7
4476.5,5486.8
4545.2,5486.8
4763.3,5488.7
4481.6,5489.4
4568.4,5497.4
4650.2,5499.9
4442.5,5507.9
4660.1,5511
4419.5,5515
4527.1,5513.5
4490.7,5516.2
4450.3,5517.6
4415.6,5517.4
4405.2,5529.6
4580.1,5535.8
4462.6,5535.2
4626,5537.3
4495.2,5545
4626.6,5544.6
4488.4,5547.3
4619.5,5547.4
4424.4,5552.1
4527,5551.3
4624.3,5551.4
4431.5,5553.7
4531.8,5557.6
4489,5568.1
4430.2,5570.3
4668.6,5576
4508.1,5577.9
4576.6,5578.5
4625,5585.6
4692.9,5583.6
4514.9,5584.2
4577,5585.6
4523.9,5587.5
4708.6,5594.5
4613.7,5596.2
4709.8,5604.9
4524.4,5605.7
4702.2,5608.5
4716,5611.5
4542.4,5613.1
4592.2,5613.9
4497.4,5614
4656.7,5616.3
4283.9,5621.2
4698.4,5624.6
4649.3,5633.7
4725.7,5636.7
4722.1,5641.4
4611.6,5642.9
4679.8,5654.3
4359.1,5670.2
4609.1,5674.5
4753.2,5675.8
4537,5683.9
4758.2,5685.9
4710.2,5699.2
4688.2,5700.7
4564.8,5703.4
4332.2,5718.8
4734.8,5728
4594.7,5727.5
4742.4,5729.7
4398.8,5737.8
4577.6,5737.9
4536.2,5740
4734.6,5745.6
4673.5,5754.3
4746.8,5755.8
4768.1,5762.5
4764.7,5774
4549.4,5799.4
4693.6,5808.7
4701,5810.2
4717.1,5812.5
4554.9,5812.5
4556.8,5821.1
4566.4,5821.2
4749.2,5834.2
4777.2,5834
4774.3,5845.1
4731,5850.9
4659.1,5850.9
4703.4,5855.9
4697.4,5856.6
4652.5,5857.1
4654.3,5871.3
4746.6,5881
4676.9,5879.5
4635.5,5892.1
4631.7,5896.3
4734.9,5898
4777.7,5903.1
4616.8,5906.5
4739.3,5910
4651,5919.3
4623.2,5922.5
4209.1,5931.7
4383,5934.2
4708.5,5935.1
4379.5,5939.5
4416.1,5940.6
4722.2,5956.4
4695.2,5968.8
4342.6,5986.5
4773.8,5998.4
4660.7,5995.8
4757.2,5995.8
4666.3,5999.6
4659.3,6005.1
4782.1,6025.7
4494.6,6041.2
4733.3,6051.9
4152.9,6063.5
4728.1,6063.5
4737.7,6066.5
4536.8,6070.9
4704.1,6074.3
4728.9,6078.6
4757.3,6082.2
4697.1,6097.3
4719.3,6102.9
4741,6106.3
4780.9,6108.2
4782.1,6115.2
4635.8,6118.7
4706.4,6124.7
4648.3,6127.6
4766.6,6142.3
4648.6,6146.6
